movie_title,imdb_score,duration,color,title_year,Genre_1,language,country,gross,budget,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,movie_facebook_likes,ProfitTurnover,AdjustedGross,AdjustedBudget,Language,Country,TotalFacebooklikes,TitleLength,Generation
The Pelican Brief ,6.5,141,Color,1993,Crime,English,USA,100768056,45000000,79,956,18000,8000,0,1.2392901333333333,100.768056,45,English,USA,27035,18,Millenium
The Client ,6.7,119,Color,1994,Crime,English,USA,92115211,45000000,541,551,821,577,1000,1.0470046888888889,92.115211,45,English,USA,3490,11,Millenium
The Bucket List ,7.4,97,Color,2007,Adventure,English,USA,93452056,45000000,0,760,11000,2000,22000,1.0767123555555556,93.452056,45,English,USA,35760,16,Boomletes
Patriot Games ,6.9,117,Color,1992,Action,English,USA,83287363,45000000,176,308,11000,530,0,0.8508302888888889,83.287363,45,English,USA,12014,14,Millenium
Monster-in-Law ,5.5,101,Color,2005,Comedy,English,Germany,82931301,60000000,126,586,3000,949,0,0.38218835,82.931301,60,English,Non-US,4661,15,Boomletes
Prisoners ,8.1,153,Color,2013,Crime,English,USA,60962878,46000000,777,1000,20000,15000,86000,0.32527995652173913,60.962878,46,English,USA,122777,10,Boomletes
Training Day ,7.7,122,Color,2001,Crime,English,USA,76261036,45000000,845,854,18000,881,0,0.6946896888888889,76.261036,45,English,USA,20580,13,Boomletes
Galaxy Quest ,7.3,102,Color,1999,Adventure,English,USA,71423726,45000000,23,436,25000,724,19000,0.5871939111111111,71.423726,45,English,USA,45183,13,Millenium
Scary Movie 2 ,5.2,83,Color,2001,Comedy,English,USA,71277420,45000000,322,179,1000,422,0,0.5839426666666667,71.27742,45,English,USA,1923,14,Boomletes
The Muppets ,7.1,103,Color,2011,Adventure,English,USA,88625922,45000000,33,84,970,91,26000,0.9694649333333333,88.625922,45,English,USA,27178,12,Boomletes
Blade ,7.1,110,Color,1998,Action,English,USA,70001065,45000000,45,595,886,650,0,0.5555792222222222,70.001065,45,English,USA,2176,6,Millenium
Coach Carter ,7.2,136,Color,2005,Drama,English,USA,67253092,30000000,49,730,17000,807,0,1.2417697333333333,67.253092,30,English,USA,18586,13,Boomletes
Changing Lanes ,6.5,91,Color,2002,Drama,English,USA,66790248,45000000,50,67,521,108,0,0.48422773333333335,66.790248,45,English,USA,746,15,Boomletes
Anaconda ,4.6,89,Color,1997,Action,English,USA,65557989,45000000,49,514,2000,902,0,0.4568442,65.557989,45,English,USA,3465,9,Millenium
Coyote Ugly ,5.6,107,Color,2000,Comedy,English,USA,60786269,45000000,18,560,811,625,0,0.3508059777777778,60.786269,45,English,USA,2014,12,Millenium
Love Actually ,7.7,129,Color,2003,Comedy,English,UK,59365105,45000000,628,548,14000,14000,52000,0.31922455555555557,59.365105,45,English,Non-US,81176,14,Boomletes
A Bug's Life ,7.2,95,Color,1998,Adventure,English,USA,162792677,120000000,487,1000,18000,1000,0,0.35660564166666664,162.792677,120,English,USA,20487,13,Millenium
From Hell ,6.8,122,Color,2001,Horror,English,USA,31598308,35000000,117,140,40000,1000,0,-0.0971912,31.598308,35,English,USA,41257,10,Boomletes
The Specialist ,5.4,110,Color,1994,Action,English,Peru,57362581,45000000,49,20,13000,279,0,0.2747240222222222,57.362581,45,English,Non-US,13348,15,Millenium
Tin Cup ,6.3,135,Color,1996,Comedy,English,USA,53854588,45000000,41,808,982,843,1000,0.19676862222222222,53.854588,45,English,USA,3674,8,Millenium
Kicking & Screaming ,5.6,95,Color,2005,Comedy,English,USA,52580895,45000000,58,3000,14000,8000,743,0.16846433333333333,52.580895,45,English,USA,25801,20,Boomletes
The Hitchhiker's Guide to the Galaxy ,6.8,109,Color,2005,Adventure,English,USA,51019112,50000000,37,651,11000,2000,10000,0.02038224,51.019112,50,English,USA,23688,37,Boomletes
Fat Albert ,4.3,93,Color,2004,Comedy,English,USA,48114556,26000000,38,631,1000,641,531,0.8505598461538462,48.114556,26,English,USA,2841,11,Boomletes
Resident Evil: Extinction ,6.3,94,Color,2007,Action,English,France,50648679,45000000,85,443,14000,706,0,0.1255262,50.648679,45,English,Non-US,15234,26,Boomletes
Blended ,6.5,117,Color,2014,Comedy,English,USA,46280507,40000000,153,734,35000,11000,12000,0.157012675,46.280507,40,English,USA,58887,8,Boomletes
Last Holiday ,6.4,112,Color,2006,Adventure,English,USA,38360195,45000000,61,501,1000,976,0,-0.14755122222222222,38.360195,45,English,USA,2538,13,Boomletes
The River Wild ,6.3,111,Color,1994,Action,English,USA,46815748,45000000,161,132,11000,894,0,0.04034995555555555,46.815748,45,English,USA,12187,15,Millenium
The Indian in the Cupboard ,5.9,96,Color,1995,Drama,English,USA,35617599,45000000,0,563,1000,845,0,-0.2084978,35.617599,45,English,USA,2408,27,Millenium
Savages ,6.5,141,Black and White,2012,Crime,English,USA,47307550,45000000,0,404,749,463,28000,0.05127888888888889,47.30755,45,English,USA,29616,8,Boomletes
Cellular ,6.5,94,Color,2004,Action,English,USA,32003620,25000000,160,167,550,216,2000,0.2801448,32.00362,25,English,USA,3093,9,Boomletes
Johnny English ,6.1,87,Color,2003,Action,English,UK,27972410,35000000,29,252,427,304,2000,-0.20078828571428572,27.97241,35,English,Non-US,3012,15,Boomletes
The Ant Bully ,5.9,88,Color,2006,Adventure,English,USA,28133159,50000000,8,8000,12000,11000,593,-0.43733682,28.133159,50,English,USA,31601,14,Boomletes
Dune ,6.6,177,Color,1984,Action,English,USA,27400000,40000000,0,202,913,362,11000,-0.315,27.4,40,English,USA,12477,5,Millenium
Across the Universe ,7.4,133,Color,2007,Drama,English,USA,24343673,45000000,278,107,5000,117,14000,-0.4590294888888889,24.343673,45,English,USA,19502,20,Boomletes
Revolutionary Road ,7.3,119,Color,2008,Drama,English,USA,22877808,35000000,0,10000,29000,14000,0,-0.34634834285714283,22.877808,35,English,USA,53000,19,Boomletes
16 Blocks ,6.6,102,Color,2006,Action,English,Germany,36883539,52000000,503,795,13000,929,0,-0.29070117307692306,36.883539,52,English,Non-US,15227,10,Boomletes
Babylon A.D. ,5.6,101,Color,2008,Action,English,France,22531698,70000000,326,510,14000,844,0,-0.6781186,22.531698,70,English,Non-US,15680,13,Boomletes
The Glimmer Man ,5.3,91,Color,1996,Action,English,USA,20400913,45000000,29,322,2000,461,451,-0.5466463777777778,20.400913,45,English,USA,3263,16,Millenium
Multiplicity ,6,117,Color,1996,Comedy,English,USA,20101861,45000000,11000,451,905,484,0,-0.5532919777777778,20.101861,45,English,USA,12840,13,Millenium
Aliens in the Attic ,5.4,86,Color,2009,Adventure,English,USA,25200412,45000000,13,553,1000,701,916,-0.4399908444444444,25.200412,45,English,USA,3183,20,Boomletes
The Pledge ,6.8,124,Color,2001,Crime,English,USA,19719930,45000000,0,19,723,44,0,-0.5617793333333333,19.71993,45,English,USA,786,11,Boomletes
The Producers ,6.4,134,Color,2005,Comedy,English,USA,19377727,45000000,38,2000,11000,8000,0,-0.5693838444444445,19.377727,45,English,USA,21038,14,Boomletes
Dredd ,7.1,95,Color,2012,Action,English,UK,13401683,35000000,38,20,409,107,46000,-0.6170947714285714,13.401683,35,English,Non-US,46574,6,Boomletes
The Phantom ,4.9,100,Color,1996,Action,English,Australia,17300889,45000000,23,579,1000,642,0,-0.6155358,17.300889,45,English,Non-US,2244,12,Millenium
All the Pretty Horses ,5.8,220,Color,2000,Drama,English,USA,15527125,57000000,0,820,13000,861,652,-0.7275942982456141,15.527125,57,English,USA,15333,22,Millenium
Nixon ,7.1,212,Black and White,1995,Biography,English,USA,13560960,50000000,0,805,12000,5000,915,-0.7287808,13.56096,50,English,USA,18720,6,Millenium
The Ghost Writer ,7.2,128,Color,2010,Mystery,English,France,15523168,45000000,2000,501,854,766,15000,-0.6550407111111111,15.523168,45,English,Non-US,19121,17,Boomletes
Deep Rising ,6,106,Color,1998,Action,English,USA,11146409,45000000,208,855,3000,1000,0,-0.7523020222222222,11.146409,45,English,USA,5063,12,Millenium
Miracle at St. Anna ,6,160,Color,2008,Action,English,USA,7916887,45000000,0,826,23000,1000,0,-0.8240691777777778,7.916887,45,English,USA,24826,20,Boomletes
Curse of the Golden Flower ,7,114,Color,2006,Drama,Mandarin,China,6565495,45000000,611,10,879,52,0,-0.8541001111111111,6.565495,45,Non-English,Non-US,1552,27,Boomletes
Bangkok Dangerous ,5.4,99,Color,2008,Action,English,USA,15279680,40000000,15,61,12000,68,0,-0.618008,15.27968,40,English,USA,12144,18,Boomletes
Big Trouble ,6.5,74,Color,2002,Comedy,English,USA,7262288,40000000,188,865,11000,1000,892,-0.8184428,7.262288,40,English,USA,13945,12,Boomletes
Love in the Time of Cholera ,6.4,139,Color,2007,Drama,English,USA,4584886,45000000,179,50,267,202,0,-0.8981136444444444,4.584886,45,English,USA,698,28,Boomletes
Shadow Conspiracy ,4.9,103,Color,1997,Action,English,USA,2154540,45000000,170,269,849,623,68,-0.9521213333333334,2.15454,45,English,USA,1979,18,Millenium
Johnny English Reborn ,6.3,101,Color,2011,Action,English,USA,8129455,45000000,32,104,219,141,17000,-0.8193454444444445,8.129455,45,English,USA,17496,22,Boomletes
Argo ,7.7,130,Color,2012,Biography,English,USA,136019448,44500000,0,650,1000,660,89000,2.056616808988764,136.019448,44.5,English,USA,91310,5,Boomletes
The Fugitive ,7.8,130,Color,1993,Action,English,USA,183875760,44000000,99,812,11000,1000,0,3.1789945454545454,183.87576,44,English,USA,12911,13,Millenium
The Bounty Hunter ,5.5,110,Color,2010,Action,English,USA,67061228,40000000,72,789,18000,1000,0,0.6765307,67.061228,40,English,USA,19861,18,Boomletes
Sleepers ,7.5,147,Black and White,1996,Crime,English,USA,53300852,44000000,272,893,22000,11000,0,0.211383,53.300852,44,English,USA,34165,9,Millenium
Rambo: First Blood Part II ,6.4,96,Color,1985,Action,English,USA,150415432,44000000,170,668,13000,738,0,2.4185325454545454,150.415432,44,English,USA,14576,27,Millenium
The Juror ,5.6,118,Color,1996,Drama,English,USA,44834712,44000000,13,643,23000,2000,353,0.01897072727272727,44.834712,44,English,USA,26009,10,Millenium
Pinocchio ,7.5,88,Color,1940,Animation,English,USA,84300000,2600000,3,40,1000,48,0,31.423076923076923,84.3,2.6,English,USA,1091,10,Mature/ilents
Heaven's Gate ,6.8,325,Color,1980,Adventure,English,USA,1500000,44000000,517,678,12000,849,1000,-0.9659090909090909,1.5,44,English,USA,15044,14,Generation X
Underworld: Evolution ,6.8,102,Color,2006,Action,English,USA,62318875,50000000,235,520,956,845,0,0.2463775,62.318875,50,English,USA,2556,22,Boomletes
Victor Frankenstein ,6,110,Color,2015,Drama,English,USA,5773519,40000000,118,287,11000,1000,11000,-0.855662025,5.773519,40,English,USA,23405,20,Boomletes
Finding Forrester ,7.3,136,Color,2000,Drama,English,USA,51768623,43000000,835,225,670,370,0,0.20392146511627907,51.768623,43,English,USA,2100,18,Millenium
28 Days ,6,103,Color,2000,Comedy,English,USA,37035515,43000000,84,664,12000,10000,0,-0.1387089534883721,37.035515,43,English,USA,22748,8,Millenium
Unleashed ,7,103,Color,2005,Action,English,France,24520892,45000000,255,5000,11000,5000,0,-0.4550912888888889,24.520892,45,English,Non-US,21255,10,Boomletes
The Sweetest Thing ,5.1,90,Color,2002,Comedy,English,USA,24430272,43000000,16,16,44,28,0,-0.4318541395348837,24.430272,43,English,USA,104,19,Boomletes
The Firm ,6.8,154,Color,1993,Drama,English,USA,158348400,42000000,521,957,10000,1000,0,2.7702,158.3484,42,English,USA,12478,9,Millenium
Charlie St. Cloud ,6.5,99,Color,2010,Drama,English,USA,31136950,44000000,23,135,405,268,0,-0.29234204545454545,31.13695,44,English,USA,831,18,Boomletes
The Mechanic ,6.6,93,Color,2011,Action,English,USA,29113588,40000000,165,350,26000,956,16000,-0.2721603,29.113588,40,English,USA,43471,13,Boomletes
21 Jump Street ,7.2,109,Color,2012,Action,English,USA,138447667,42000000,97,839,17000,971,39000,2.2963730238095237,138.447667,42,English,USA,57907,15,Boomletes
Notting Hill ,7,124,Color,1999,Comedy,English,UK,116006080,42000000,50,427,8000,437,11000,1.7620495238095237,116.00608,42,English,Non-US,19914,13,Millenium
Chicken Run ,7,84,Color,2000,Adventure,English,UK,106793915,45000000,91,206,579,530,0,1.3731981111111111,106.793915,45,English,Non-US,1406,12,Millenium
Along Came Polly ,5.9,90,Color,2004,Comedy,English,USA,87856565,42000000,29,650,22000,923,0,1.091822976190476,87.856565,42,English,USA,23602,17,Boomletes
Boomerang ,5.4,117,Color,1992,Comedy,English,USA,70100000,40000000,71,547,723,558,0,0.7525,70.1,40,English,USA,1899,10,Millenium
The Heat ,6.6,123,Color,2013,Action,English,USA,159578352,43000000,176,749,975,815,24000,2.711124465116279,159.578352,43,English,USA,26715,9,Boomletes
Cleopatra ,7,251,Color,1963,Biography,English,UK,57750000,31115000,311,595,940,726,0,0.8560179977502812,57.75,31.115,English,Non-US,2572,10,Baby Boomers
Here Comes the Boom ,6.5,105,Color,2012,Action,English,USA,45290318,42000000,153,491,4000,828,17000,0.07834090476190476,45.290318,42,English,USA,22472,20,Boomletes
High Crimes ,6.3,115,Color,2002,Crime,English,USA,41543207,42000000,73,505,11000,3000,893,-0.01087602380952381,41.543207,42,English,USA,15471,12,Boomletes
The Mirror Has Two Faces ,6.5,122,Color,1996,Comedy,English,USA,41252428,42000000,0,292,12000,592,0,-0.017799333333333334,41.252428,42,English,USA,12884,25,Millenium
The Mothman Prophecies ,6.5,119,Color,2002,Drama,English,USA,35228696,32000000,89,395,650,537,0,0.10089675,35.228696,32,English,USA,1671,23,Boomletes
Brüno ,5.8,81,Color,2009,Comedy,English,USA,59992760,42000000,119,412,468,442,0,0.4283990476190476,59.99276,42,English,USA,1441,6,Boomletes
Licence to Kill ,6.6,133,Color,1989,Action,English,UK,34667015,32000000,46,275,683,349,0,0.08334421875,34.667015,32,English,Non-US,1353,16,Millenium
Red Riding Hood ,5.4,100,Color,2011,Fantasy,English,USA,37652565,42000000,308,913,10000,2000,20000,-0.10351035714285714,37.652565,42,English,USA,33221,16,Boomletes
15 Minutes ,6.1,120,Color,2001,Action,English,USA,24375436,42000000,17,808,22000,9000,748,-0.41963247619047617,24.375436,42,English,USA,32573,11,Boomletes
Super Mario Bros. ,4,104,Color,1993,Adventure,English,UK,20915465,42000000,5,687,5000,922,0,-0.502012738095238,20.915465,42,English,Non-US,6614,18,Millenium
Lord of War ,7.6,122,Color,2005,Crime,English,USA,24127895,50000000,487,16,12000,43,10000,-0.5174421,24.127895,50,English,USA,22546,12,Boomletes
Hero ,7.9,80,Black and White,2002,Action,Mandarin,China,84961,31000000,611,576,5000,643,0,-0.9972593225806452,0.084961,31,Non-English,Non-US,6830,5,Boomletes
One for the Money ,5.3,91,Color,2012,Action,English,USA,26404753,40000000,30,497,922,786,19000,-0.339881175,26.404753,40,English,USA,21235,18,Boomletes
The Interview ,6.6,112,Color,2014,Comedy,English,USA,6105175,44000000,133,365,11000,392,50000,-0.8612460227272727,6.105175,44,English,USA,61890,14,Boomletes
The Warrior's Way ,6.3,100,Color,2010,Action,English,New Zealand,5664251,45000000,19,433,624,489,0,-0.8741277555555556,5.664251,45,English,Non-US,1565,18,Boomletes
Micmacs ,7.2,105,Color,2009,Action,French,France,1260917,27000000,0,52,1000,172,0,-0.9532993703703704,1.260917,27,Non-English,Non-US,1224,8,Boomletes
8 Mile ,7,110,Color,2002,Drama,English,USA,116724075,41000000,161,196,1000,418,0,1.8469286585365854,116.724075,41,English,USA,1775,7,Boomletes
A Knight's Tale ,6.9,144,Color,2001,Action,English,USA,56083966,65000000,241,996,13000,3000,0,-0.13716975384615385,56.083966,65,English,USA,17237,16,Boomletes
The Medallion ,5.2,108,Color,2003,Action,English,Hong Kong,22108977,41000000,4,96,687,312,505,-0.4607566585365854,22.108977,41,English,Non-US,1604,14,Boomletes
The Sixth Sense ,8.1,107,Color,1999,Drama,English,USA,293501675,40000000,0,766,13000,3000,14000,6.337541875,293.501675,40,English,USA,30766,16,Millenium
Man on a Ledge ,6.6,102,Color,2012,Action,English,USA,18600911,42000000,20,54,107,81,11000,-0.5571211666666667,18.600911,42,English,USA,11262,15,Boomletes
The Big Year ,6.2,100,Color,2011,Comedy,English,USA,7204138,41000000,64,296,734,574,11000,-0.8242893170731708,7.204138,41,English,USA,12668,13,Boomletes
The Karate Kid ,7.2,126,Color,1984,Action,English,USA,90800000,8000000,80,225,668,641,0,10.35,90.8,8,English,USA,1614,15,Millenium
American Hustle ,7.3,138,Color,2013,Crime,English,USA,150117807,40000000,737,14000,34000,23000,63000,2.752945175,150.117807,40,English,USA,134737,16,Boomletes
The Proposal ,6.7,108,Color,2009,Comedy,English,USA,163947053,40000000,98,723,16000,896,10000,3.098676325,163.947053,40,English,USA,27717,13,Boomletes
Double Jeopardy ,6.4,105,Color,1999,Crime,English,USA,116735231,70000000,78,298,984,489,0,0.6676461571428571,116.735231,70,English,USA,1849,16,Millenium
Back to the Future Part II ,7.8,108,Color,1989,Adventure,English,USA,118500000,40000000,0,690,1000,869,12000,1.9625,118.5,40,English,USA,14559,27,Millenium
Lucy ,6.4,89,Color,2014,Action,English,France,126546825,40000000,0,903,19000,11000,83000,2.163670625,126.546825,40,English,Non-US,113903,5,Boomletes
Fifty Shades of Grey ,4.1,129,Color,2015,Drama,English,USA,166147885,40000000,456,716,1000,935,101000,3.153697125,166.147885,40,English,USA,104107,21,Boomletes
Spy Kids 3-D: Game Over ,4.1,84,Color,2003,Action,English,USA,111760631,38000000,0,2000,13000,4000,681,1.9410692368421052,111.760631,38,English,USA,19681,24,Boomletes
A Time to Kill ,7.4,149,Color,1996,Crime,English,USA,108706165,40000000,541,1000,18000,11000,0,1.717654125,108.706165,40,English,USA,30541,15,Millenium
Cheaper by the Dozen ,5.8,94,Color,2003,Comedy,English,USA,138614544,40000000,189,597,3000,2000,0,2.4653636,138.614544,40,English,USA,5786,21,Boomletes
Lone Survivor ,7.6,121,Color,2013,Action,English,USA,125069696,40000000,532,127,480,449,58000,2.1267424,125.069696,40,English,USA,59588,14,Boomletes
A League of Their Own ,7.2,128,Black and White,1992,Comedy,English,USA,107458785,40000000,545,251,15000,923,0,1.686469625,107.458785,40,English,USA,16719,22,Millenium
The Conjuring 2 ,7.8,134,Color,2016,Horror,English,USA,102310175,40000000,0,336,1000,575,40000,1.557754375,102.310175,40,English,USA,41911,16,Boomletes
The Social Network ,7.7,120,Color,2010,Biography,English,USA,96917897,40000000,21000,81,10000,349,74000,1.422947425,96.917897,40,English,USA,105430,19,Boomletes
He's Just Not That Into You ,6.4,129,Color,2009,Comedy,English,USA,93952276,40000000,42,49,97,50,12000,1.3488069,93.952276,40,English,USA,12238,28,Boomletes
Scary Movie 4 ,5.1,89,Color,2006,Comedy,English,USA,90703745,45000000,119,807,2000,869,1000,1.0156387777777778,90.703745,45,English,USA,4795,14,Boomletes
Scream 3 ,5.5,116,Color,2000,Horror,English,USA,89138076,40000000,0,71,287,157,0,1.2284519,89.138076,40,English,USA,515,9,Millenium
Back to the Future Part III ,7.4,118,Color,1990,Adventure,English,USA,87666629,40000000,0,690,1000,869,0,1.191665725,87.666629,40,English,USA,2559,28,Millenium
Get Hard ,6,107,Color,2015,Comedy,English,USA,90353764,40000000,164,723,8000,2000,14000,1.2588441,90.353764,40,English,USA,24887,9,Boomletes
Bram Stoker's Dracula ,7.5,155,Color,1992,Fantasy,English,USA,82522790,40000000,0,10000,18000,12000,14000,1.06306975,82.52279,40,English,USA,54000,22,Millenium
Julie & Julia ,7,123,Color,2009,Biography,English,USA,94125426,40000000,0,923,11000,935,13000,1.35313565,94.125426,40,English,USA,25858,14,Boomletes
